"codgeo","year0","value0","year1","value1"
"200040574",2009,14.9,2014,17.2
"200040590",2009,15.1,2014,17.1
"200040624",2009,22.5,2014,25
"200040657",2009,19.7,2014,20.9
"200040681",2009,20.1,2014,22.8
"200040715",2009,15.6,2014,17
"200040764",2009,17.5,2014,17.7
"200040772",2009,23.4,2014,24.7
"200040798",2009,14,2014,15.6
"200040814",2009,24.3,2014,23.8
"200040830",2009,23.8,2014,25.7
"200040889",2009,27.2,2014,29.3
"200040905",2009,27.5,2014,28.1
"200040947",2009,15.2,2014,16.6
"200040954",2009,14.1,2014,15.8
"200041010",2009,15.6,2014,17.2
"200041051",2009,26.7,2014,28.6
"200041150",2009,23.1,2014,25.1
"200041168",2009,26.7,2014,29.6
"200041283",2009,14.4,2014,15.7
"200041317",2009,17.9,2014,19.3
"200041325",2009,15.3,2014,16.7
"200041333",2009,23.7,2014,25.7
"200041366",2009,17.7,2014,21.5
"200041416",2009,24.8,2014,27.4
"200041440",2009,27,2014,29.9
"200041465",2009,23.8,2014,26.5
"200041499",2009,15.8,2014,16.2
"200041507",2009,12,2014,15.4
"200041515",2009,15.6,2014,17.4
"200041523",2009,22.9,2014,24.9
"200041556",2009,30.2,2014,31.9
"200041572",2009,25.7,2014,27.3
"200041614",2009,17.3,2014,18.7
"200041622",2009,17.8,2014,18.6
"200041630",2009,16,2014,18.7
"200041689",2009,24.5,2014,26.2
"200041721",2009,19.8,2014,22.3
"200041762",2009,19.8,2014,23.1
"200041788",2009,16.1,2014,19.1
"200041853",2009,16.8,2014,18.1
"200041861",2009,13.8,2014,15.8
"200041879",2009,17.3,2014,18.7
"200041887",2009,14.2,2014,15.6
"200041960",2009,13,2014,15.1
"200041994",2009,16.8,2014,18.8
"200042000",2009,18.5,2014,20.3
"200042174",2009,19.3,2014,21.8
"200042182",2009,23.6,2014,25.3
"200042190",2009,15,2014,15.8
"200042372",2009,23.6,2014,23.6
"200042414",2009,24.5,2014,26.2
"200042463",2009,23.8,2014,25.2
"200042497",2009,11.8,2014,14.1
"200042604",2009,24.5,2014,28
"200042620",2009,14,2014,14.3
"200042646",2009,26,2014,28.3
"200042653",2009,25,2014,26
"200042703",2009,22.8,2014,24.4
"200042729",2009,21.7,2014,23
"200042901",2009,16.5,2014,17.8
"200042935",2009,13.5,2014,15.5
"200042943",2009,27.7,2014,30.2
"200042992",2009,18.3,2014,20.9
"200043016",2009,26,2014,27.9
"200043065",2009,18.9,2014,20.5
"200043081",2009,20.4,2014,22.4
"200043123",2009,21.5,2014,23.9
"200043156",2009,16.6,2014,17.3
"200043172",2009,21.5,2014,23.3
"200043263",2009,16.4,2014,17.9
"200043321",2009,15.2,2014,16.7
"200043354",2009,24,2014,24.3
"200043396",2009,14.8,2014,16.5
"200043404",2009,16.4,2014,17.7
"200043438",2009,14.6,2014,16.9
"200043495",2009,14.9,2014,17
"200043602",2009,28,2014,30
"200043628",2009,14.5,2014,16.4
"200043693",2009,17.4,2014,18.5
"200043776",2009,29.5,2014,32.8
"200043974",2009,17.9,2014,18.9
"200043982",2009,23.3,2014,23.9
"200043990",2009,13.5,2014,13.9
"200044014",2009,25.6,2014,28
"200044030",2009,19.7,2014,21.2
"200044048",2009,14.3,2014,16
"200044253",2009,21,2014,22.7
"200044394",2009,21.3,2014,21.6
"200044469",2009,21.6,2014,23.5
"200044618",2009,15.6,2014,17
"200044691",2009,14.5,2014,17.1
"200046977",2009,15,2014,15.7
"200048551",2009,20.4,2014,21.1
"200049187",2009,16.7,2014,19.7
"200049211",2009,26.6,2014,27.9
"200049484",2009,27.4,2014,30.1
"200054781",2009,13,2014,14
"200054807",2009,17.1,2014,18.6
"200055481",2009,19.1,2014,19.7
"200055655",2009,9.9,2014,10.6
"200055887",2009,18,2014,19.6
"200056232",2009,13.3,2014,14.4
"200056380",2009,13.5,2014,15
"200057859",2009,12.5,2014,13.8
"200057958",2009,9.4,2014,10.9
"200058360",2009,16.5,2014,17.4
"200058477",2009,14.5,2014,15.5
"200058485",2009,13.3,2014,14.1
"200058519",2009,14.7,2014,16.2
"200058782",2009,8.8,2014,11.2
"200059228",2009,8.7,2014,10.2
"200059392",2009,16.1,2014,17.8
"200059400",2009,24.7,2014,26
"200059889",2009,12.1,2014,13.8
"200060010",2009,16,2014,17
"200065563",2009,20,2014,22.8
"200065589",2009,12.3,2014,14.1
"200065597",2009,15.1,2014,17
"200065647",2009,17.6,2014,20.2
"200065787",2009,17.1,2014,18.2
"200065886",2009,17.5,2014,19.4
"200065894",2009,18.2,2014,20.2
"200065928",2009,23,2014,26.2
"200066009",2009,16.2,2014,17.3
"200066017",2009,18.1,2014,19.3
"200066025",2009,12.2,2014,14.5
"200066033",2009,15.1,2014,16.1
"200066041",2009,15.3,2014,17.1
"200066058",2009,13.9,2014,15.8
"200066108",2009,17.5,2014,19.6
"200066116",2009,21.8,2014,23.4
"200066124",2009,21.1,2014,22.3
"200066132",2009,21.8,2014,23.4
"200066140",2009,18.8,2014,19.6
"200066157",2009,18.1,2014,19.6
"200066165",2009,15.7,2014,16.7
"200066173",2009,16.6,2014,16.7
"200066223",2009,23,2014,24.3
"200066231",2009,19.5,2014,20
"200066280",2009,16.9,2014,18.1
"200066322",2009,21.1,2014,21.1
"200066330",2009,17.4,2014,19.5
"200066348",2009,25.9,2014,27.7
"200066355",2009,21,2014,23.9
"200066363",2009,25.8,2014,29.2
"200066371",2009,25.5,2014,27.7
"200066389",2009,18.5,2014,19.7
"200066405",2009,14.2,2014,16.4
"200066413",2009,18.9,2014,20.8
"200066462",2009,19,2014,20
"200066512",2009,20.2,2014,20.9
"200066520",2009,27,2014,28.1
"200066553",2009,26.2,2014,28.4
"200066561",2009,23,2014,25.2
"200066587",2009,15.8,2014,17.1
"200066603",2009,28.4,2014,29.2
"200066637",2009,26.8,2014,28.8
"200066645",2009,37.4,2014,37.1
"200066652",2009,15,2014,15.4
"200066660",2009,22.7,2014,24
"200066678",2009,26.9,2014,27.5
"200066710",2009,14.9,2014,15.8
"200066728",2009,11.1,2014,13.7
"200066744",2009,24.2,2014,25.6
"200066751",2009,29.7,2014,31.5
"200066769",2009,26.8,2014,27.4
"200066777",2009,21.6,2014,22.7
"200066785",2009,18.8,2014,20.3
"200066793",2009,16.2,2014,17.7
"200066801",2009,19.5,2014,21.7
"200066819",2009,16.2,2014,17
"200066827",2009,15.8,2014,17.8
"200066835",2009,19.5,2014,21.1
"200066850",2009,17.1,2014,19
"200066868",2009,23.1,2014,24.6
"200066876",2009,15,2014,16.6
"200066884",2009,16.9,2014,18.7
"200066892",2009,17.7,2014,21
"200066918",2009,21.9,2014,23.5
"200066926",2009,20.9,2014,23
"200066975",2009,13.4,2014,15.7
"200067023",2009,22,2014,24.6
"200067031",2009,23.4,2014,25.6
"200067049",2009,29.9,2014,32.1
"200067064",2009,29.4,2014,30.9
"200067072",2009,23.6,2014,25.5
"200067080",2009,21,2014,21.4
"200067106",2009,22,2014,23.1
"200067114",2009,18.4,2014,20.7
"200067122",2009,18.8,2014,19.4
"200067130",2009,25.5,2014,27.2
"200067155",2009,24.2,2014,25
"200067163",2009,25.1,2014,27.1
"200067171",2009,30.9,2014,32.8
"200067189",2009,27.6,2014,29.6
"200067197",2009,27.5,2014,26.8
"200067205",2009,17.4,2014,19.1
"200067213",2009,14.2,2014,15.7
"200067221",2009,18.8,2014,19
"200067239",2009,17.1,2014,18.5
"200067247",2009,20.3,2014,20.4
"200067254",2009,18.8,2014,20.9
"200067262",2009,22.5,2014,23.8
"200067288",2009,25.3,2014,27.2
"200067296",2009,16.6,2014,18.5
"200067304",2009,18,2014,19.9
"200067320",2009,16,2014,18.2
"200067346",2009,18.7,2014,21.8
"200067361",2009,25.3,2014,27.1
"200067379",2009,17.9,2014,19.7
"200067429",2009,26.6,2014,28.5
"200067437",2009,20,2014,22.9
"200067445",2009,21.7,2014,24.7
"200067452",2009,17.6,2014,20.7
"200067460",2009,22.6,2014,23.6
"200067478",2009,25.3,2014,27.4
"200067486",2009,14.9,2014,15.5
"200067502",2009,16.4,2014,18.2
"200067510",2009,29.3,2014,30.4
"200067544",2009,27.9,2014,28.8
"200067551",2009,15.1,2014,16.5
"200067593",2009,29.8,2014,30.9
"200067627",2009,14.9,2014,16.5
"200067635",2009,13.1,2014,14.7
"200067643",2009,16.8,2014,17.6
"200067650",2009,14.7,2014,15
"200067668",2009,20.8,2014,23.2
"200067676",2009,21.5,2014,23.2
"200067684",2009,17.1,2014,19.8
"200067692",2009,30.2,2014,32.7
"200067700",2009,24.2,2014,26.2
"200067742",2009,21.4,2014,24.4
"200067759",2009,15.4,2014,17.4
"200067767",2009,19.9,2014,22.7
"200067783",2009,18.1,2014,19
"200067791",2009,18.8,2014,20.9
"200067817",2009,15.8,2014,16.8
"200067825",2009,19.8,2014,21
"200067841",2009,18,2014,19.1
"200067866",2009,11.7,2014,12.7
"200067874",2009,15.2,2014,16.2
"200067882",2009,31.1,2014,34
"200067890",2009,30.3,2014,32.5
"200067908",2009,21.6,2014,23
"200067916",2009,26,2014,27.9
"200067924",2009,14.3,2014,15.8
"200067932",2009,18.1,2014,21.2
"200067940",2009,26.1,2014,27.7
"200067957",2009,11.2,2014,14.5
"200067965",2009,14.3,2014,15.9
"200067973",2009,11.7,2014,13.7
"200067981",2009,23.4,2014,25.5
"200067999",2009,14.2,2014,15.8
"200068005",2009,14.3,2014,15
"200068047",2009,11.1,2014,11.9
"200068070",2009,17.9,2014,19.8
"200068088",2009,24.2,2014,25.7
"200068096",2009,22.6,2014,23.6
"200068104",2009,18.1,2014,20.1
"200068112",2009,16.9,2014,18.8
"200068120",2009,16.8,2014,18.1
"200068146",2009,17.7,2014,19.8
"200068229",2009,26.9,2014,29.1
"200068278",2009,22.7,2014,24.1
"200068294",2009,18,2014,20.3
"200068369",2009,17.7,2014,19.2
"200068377",2009,19.6,2014,21.8
"200068435",2009,20.1,2014,21.6
"200068443",2009,28.1,2014,30
"200068450",2009,19,2014,22
"200068468",2009,20.6,2014,21.9
"200068484",2009,25.4,2014,27.1
"200068500",2009,16.5,2014,17.3
"200068534",2009,15.8,2014,16.7
"200068542",2009,13.1,2014,15.1
"200068559",2009,19.7,2014,22.3
"200068567",2009,15.3,2014,16.4
"200068625",2009,22.8,2014,26.6
"200068641",2009,13.1,2014,15.2
"200068658",2009,18.3,2014,20.4
"200068666",2009,18.7,2014,20.5
"200068674",2009,18.1,2014,19.8
"200068682",2009,18.6,2014,21.6
"200068757",2009,16.9,2014,19.3
"200068765",2009,23.9,2014,26.4
"200068773",2009,22.8,2014,25.5
"200068781",2009,17.4,2014,19.6
"200068799",2009,21.4,2014,22.5
"200068807",2009,15.3,2014,16.3
"200068815",2009,17.4,2014,18.2
"200068831",2009,24.5,2014,24.2
"200068856",2009,23.8,2014,26.1
"200068864",2009,15.9,2014,16.9
"200068872",2009,27.1,2014,28
"200068880",2009,20.7,2014,21.9
"200068914",2009,23.3,2014,25.3
"200068922",2009,21.5,2014,23.3
"200068930",2009,26.6,2014,29.2
"200068948",2009,25.5,2014,26.4
"200068955",2009,16.6,2014,17.4
"200068963",2009,14.3,2014,15.8
"200068989",2009,21.5,2014,24
"200068997",2009,17.7,2014,19.6
"200069003",2009,19.3,2014,21.2
"200069029",2009,18,2014,21.4
"200069037",2009,14.4,2014,16
"200069052",2009,15.4,2014,16.8
"200069060",2009,17.3,2014,19.2
"200069086",2009,20.4,2014,21.4
"200069094",2009,26.2,2014,27.7
"200069102",2009,22.8,2014,23.6
"200069110",2009,16.6,2014,18.3
"200069128",2009,22.9,2014,25.4
"200069136",2009,25.2,2014,27.7
"200069144",2009,26.4,2014,28
"200069151",2009,23.1,2014,25.4
"200069169",2009,21.6,2014,22.4
"200069177",2009,13.8,2014,17.1
"200069185",2009,22.1,2014,24.2
"200069193",2009,14.3,2014,16.6
"200069227",2009,24.2,2014,26.1
"200069235",2009,18.1,2014,18.1
"200069250",2009,16.6,2014,18.7
"200069268",2009,19.8,2014,22
"200069300",2009,21.8,2014,23.9
"200069383",2009,25.4,2014,27.4
"200069391",2009,20.7,2014,22
"200069409",2009,19,2014,21.3
"200069417",2009,20.4,2014,21.8
"200069425",2009,23.9,2014,25.5
"200069433",2009,21.1,2014,22.1
"200069441",2009,17.7,2014,19.2
"200069458",2009,24.4,2014,27
"200069482",2009,14.8,2014,16.4
"200069516",2009,14.1,2014,15.9
"200069524",2009,15.1,2014,16.2
"200069532",2009,18.5,2014,20.6
"200069540",2009,12,2014,15.8
"200069565",2009,11.9,2014,12
"200069581",2009,16.7,2014,17.4
"200069599",2009,19.6,2014,20.5
"200069615",2009,19.6,2014,22.2
"200069623",2009,21.6,2014,23.6
"200069631",2009,20.4,2014,21.4
"200069649",2009,21.2,2014,22.8
"200069656",2009,20.8,2014,22.7
"200069664",2009,22.4,2014,24.4
"200069672",2009,18.5,2014,19.7
"200069698",2009,21.5,2014,24.5
"200069722",2009,19.1,2014,20.4
"200069730",2009,19.8,2014,20.9
"200069748",2009,21.1,2014,21.7
"200069755",2009,23.5,2014,24.4
"200069763",2009,15.5,2014,16.6
"200069821",2009,18.4,2014,19.9
"200069839",2009,16.9,2014,18.5
"200069847",2009,14,2014,14.5
"200069854",2009,15.2,2014,16.9
"200069912",2009,21.9,2014,23.4
"200069953",2009,13,2014,15.2
"200069961",2009,23.2,2014,24.6
"200069995",2009,19,2014,21
"200070035",2009,26.1,2014,27.3
"200070043",2009,27,2014,28.1
"200070068",2009,18,2014,18.9
"200070092",2009,17.2,2014,18.3
"200070100",2009,18.3,2014,19.8
"200070118",2009,14.3,2014,16.1
"200070126",2009,16.9,2014,18.8
"200070142",2009,15.7,2014,17.7
"200070159",2009,17.6,2014,17.9
"200070167",2009,21.1,2014,21.6
"200070183",2009,16.8,2014,18.9
"200070233",2009,13.5,2014,14.1
"200070282",2009,26,2014,27.4
"200070290",2009,19,2014,18.5
"200070308",2009,17.8,2014,20.5
"200070316",2009,26,2014,29.2
"200070324",2009,17.8,2014,19.6
"200070332",2009,26.1,2014,28.9
"200070340",2009,17.6,2014,21.6
"200070365",2009,18.1,2014,19.9
"200070373",2009,26.2,2014,27.1
"200070407",2009,19.7,2014,21.1
"200070431",2009,18,2014,19.7
"200070449",2009,13.8,2014,16.3
"200070464",2009,19.2,2014,22.5
"200070506",2009,25.2,2014,25.3
"200070514",2009,20,2014,21.9
"200070530",2009,24.4,2014,26.1
"200070548",2009,24.6,2014,27.3
"200070555",2009,14.9,2014,17.5
"200070563",2009,13.9,2014,15.6
"200070571",2009,18.7,2014,22.1
"200070589",2009,12.6,2014,14.7
"200070647",2009,23.4,2014,25.9
"200070662",2009,14,2014,14.5
"200070670",2009,21.1,2014,22.1
"200070688",2009,20.5,2014,21.1
"200070712",2009,21.1,2014,22.6
"200070720",2009,24.7,2014,27.5
"200070738",2009,15.1,2014,17.1
"200070746",2009,16.4,2014,18.5
"200070753",2009,15.5,2014,17.7
"200070761",2009,25,2014,26.7
"200070779",2009,11.1,2014,12.9
"200070787",2009,25.2,2014,26.7
"200070795",2009,29.3,2014,30.8
"200070803",2009,18.8,2014,20
"200070811",2009,23.4,2014,25.5
"200070829",2009,29.8,2014,30.9
"200070845",2009,19.4,2014,19.5
"200070852",2009,13.5,2014,13.9
"200070894",2009,15.2,2014,17.5
"200070902",2009,16.6,2014,17.3
"200070910",2009,17.2,2014,18.1
"200070928",2009,15.3,2014,15.5
"200070936",2009,19.8,2014,21.6
"200070944",2009,17.1,2014,19.3
"200070951",2009,15.3,2014,17.2
"200070969",2009,13.9,2014,15.1
"200070977",2009,16.7,2014,17.9
"200070985",2009,18.9,2014,20.5
"200070993",2009,19.2,2014,21.2
"200071017",2009,21.8,2014,22.8
"200071025",2009,21.8,2014,23.9
"200071033",2009,16.5,2014,21.9
"200071041",2009,22.2,2014,23.7
"200071058",2009,21.6,2014,22.6
"200071066",2009,18.7,2014,21.5
"200071074",2009,12.6,2014,14.6
"200071082",2009,23.2,2014,25.4
"200071116",2009,20.7,2014,23.7
"200071140",2009,20.7,2014,22.3
"200071157",2009,20.5,2014,23.6
"200071165",2009,28.7,2014,32.5
"200071173",2009,25.6,2014,28.1
"200071181",2009,16.9,2014,18.8
"200071199",2009,18.7,2014,19.4
"200071207",2009,20.8,2014,22.2
"200071215",2009,25,2014,25.7
"200071223",2009,14.7,2014,16.5
"200071298",2009,14.5,2014,14.9
"200071314",2009,13,2014,13.5
"200071363",2009,24.4,2014,26
"200071371",2009,16.7,2014,18.2
"200071389",2009,22.9,2014,24.4
"200071405",2009,16.1,2014,17.3
"200071413",2009,19.8,2014,21.8
"200071454",2009,13.5,2014,15.5
"200071470",2009,24.8,2014,26.3
"200071496",2009,23.9,2014,25.4
"200071504",2009,21.3,2014,23.3
"200071512",2009,23.1,2014,24.8
"200071520",2009,23,2014,24.6
"200071538",2009,19.7,2014,21
"200071546",2009,16.5,2014,17.6
"200071553",2009,15.2,2014,16.8
"200071579",2009,23.6,2014,25.4
"200071587",2009,23.6,2014,25.2
"200071595",2009,21.6,2014,24.2
"200071629",2009,20.7,2014,22.5
"200071645",2009,21.3,2014,23
"200071652",2009,19.9,2014,22
"200071678",2009,16.6,2014,18.8
"200071751",2009,17.8,2014,19.1
"200071769",2009,15.9,2014,17
"200071777",2009,17.7,2014,19.7
"200071785",2009,17.4,2014,18.7
"200071819",2009,30,2014,32.7
"200071827",2009,18.3,2014,20.1
"200071843",2009,15,2014,15.7
"200071850",2009,18.7,2014,19.6
"200071868",2009,14.8,2014,14.8
"200071876",2009,19.6,2014,21.2
"200071884",2009,23.2,2014,25.9
"200071892",2009,17.2,2014,18.7
"200071900",2009,25.4,2014,27.6
"200071918",2009,15.4,2014,15.1
"200071926",2009,23.8,2014,25.4
"200071934",2009,20.7,2014,22.9
"200071942",2009,29.3,2014,31.5
"200071967",2009,14.6,2014,16.3
"200071983",2009,17.9,2014,19.2
"200071991",2009,14,2014,15.8
"200072007",2009,28,2014,30
"200072015",2009,18.1,2014,20.1
"200072023",2009,24.1,2014,24.9
"200072031",2009,16,2014,17.8
"200072049",2009,25.4,2014,27.9
"200072056",2009,22.2,2014,24.1
"200072064",2009,25,2014,26.1
"200072072",2009,23.1,2014,24.1
"200072080",2009,26.7,2014,27.7
"200072098",2009,17.7,2014,18.9
"200072106",2009,23.6,2014,25.4
"200072130",2009,10.7,2014,11.6
"200072304",2009,18.4,2014,22.3
"200072312",2009,14.3,2014,17
"200072320",2009,23.7,2014,25.7
"200072346",2009,17.1,2014,19.8
"200072452",2009,20,2014,20.5
"200072460",2009,15.7,2014,16.6
"200072478",2009,12.9,2014,14.9
"200072544",2009,14.6,2014,16.2
"200072635",2009,26.6,2014,29.6
"200072643",2009,26,2014,27.4
"200072650",2009,15.5,2014,16.9
"200072668",2009,23.1,2014,24.1
"200072676",2009,22.6,2014,23.7
"200072684",2009,16.4,2014,17.1
"200072692",2009,24.7,2014,26.5
"200072700",2009,19.7,2014,20.9
"200072718",2009,18,2014,18.6
"200072726",2009,18.7,2014,19.2
"200072734",2009,12.1,2014,13.1
"200072825",2009,15.7,2014,17.8
"200072874",2009,10.3,2014,12.5
"200072882",2009,13.6,2014,14.6
"200072981",2009,19.8,2014,20.4
"200072999",2009,19.1,2014,21.3
"200073013",2009,13.2,2014,15.8
"200073096",2009,16.2,2014,18.2
"200073104",2009,23.3,2014,25.2
"200073112",2009,21.6,2014,23.3
"200073120",2009,24.9,2014,27
"200073138",2009,27.9,2014,30.2
"200073146",2009,25.2,2014,26.4
"200073161",2009,14.4,2014,17.2
"200073237",2009,14.2,2014,14.9
"200073245",2009,22.3,2014,24.3
"200073252",2009,20.8,2014,21.8
"200073260",2009,23.3,2014,25.1
"200073344",2009,13.5,2014,16.8
"200073393",2009,26.2,2014,26.8
"200073401",2009,22.2,2014,23.3
"200073419",2009,20.4,2014,22.4
"200073427",2009,16.2,2014,17.6
"200077014",2009,15.4,2014,18.1
"200077055",2009,13.4,2014,14.6
"240100578",2009,22.4,2014,25.7
"240100610",2009,10.9,2014,12.8
"240100750",2009,10,2014,10.9
"240100800",2009,14.1,2014,15.9
"240100883",2009,14.3,2014,15.5
"240100891",2009,15.6,2014,16.5
"240200444",2009,18,2014,19.6
"240200469",2009,15.8,2014,17.6
"240200477",2009,18.1,2014,19.9
"240200493",2009,15.4,2014,17.3
"240200501",2009,15.2,2014,16.3
"240200519",2009,13.2,2014,13.9
"240200576",2009,14.5,2014,15.7
"240200584",2009,15.6,2014,16.5
"240200592",2009,16.8,2014,16.5
"240200600",2009,18.3,2014,19
"240200634",2009,18.7,2014,21.1
"240300491",2009,24,2014,25.1
"240300558",2009,29.5,2014,31.2
"240300566",2009,21.5,2014,24.2
"240300657",2009,21.9,2014,21.3
"240400440",2009,24,2014,26.9
"240500439",2009,15.6,2014,18.4
"240500462",2009,18.2,2014,19.4
"240600551",2009,22.5,2014,23.8
"240600585",2009,21,2014,22.4
"240600593",2009,18.6,2014,20.3
"240700302",2009,26.2,2014,27.6
"240700617",2009,24.2,2014,25.7
"240700716",2009,20,2014,21.3
"240700815",2009,19.8,2014,21.2
"240700864",2009,18.9,2014,20.2
"240800821",2009,17.7,2014,19.4
"240800847",2009,18.3,2014,19
